Airline,Source,Destination,Total_Stops,Price,Year,Total_duration,Dep_time_of_day,Arrival_time_of_day
IndiGo,Delhi,Cochin,0,5000,2019,195,Afternoon,Evening
Vistara,Banglore,Delhi,0,5403,2019,170,Morning,Afternoon
IndiGo,Delhi,Cochin,1,11600,2019,625,Morning,Night
Multiple carriers,Delhi,Cochin,1,8476,2019,630,Morning,Evening
Air India,Banglore,New Delhi,2,6593,2019,655,Morning,Evening
IndiGo,Banglore,New Delhi,0,7648,2019,170,Afternoon,Evening
Vistara,Kolkata,Banglore,1,9345,2019,700,Morning,Evening
Multiple carriers,Delhi,Cochin,1,7268,2019,385,Afternoon,Evening
Jet Airways,Mumbai,Hyderabad,0,3210,2019,90,Evening,Evening
IndiGo,Chennai,Kolkata,0,7295,2019,140,Evening,Evening
IndiGo,Delhi,Cochin,1,6442,2019,425,Night,Afternoon
IndiGo,Kolkata,Banglore,1,3809,2019,265,Evening,Night
Air India,Banglore,New Delhi,2,15119,2019,630,Night,Afternoon
GoAir,Delhi,Cochin,1,9069,2019,310,Afternoon,Evening
IndiGo,Banglore,Delhi,0,3943,2019,170,Morning,Afternoon
Air India,Kolkata,Banglore,2,12534,2019,1345,Morning,Night
Multiple carriers,Delhi,Cochin,1,13714,2019,600,Morning,Evening
IndiGo,Mumbai,Hyderabad,0,2227,2019,90,Evening,Night
Jet Airways,Kolkata,Banglore,1,10844,2019,1595,Evening,Night
Jet Airways,Kolkata,Banglore,1,13941,2019,730,Afternoon,Night
Jet Airways,Banglore,New Delhi,1,7832,2019,570,Night,Afternoon
GoAir,Banglore,Delhi,0,3419,2019,175,Morning,Morning
Jet Airways,Kolkata,Banglore,1,14151,2019,1480,Evening,Evening
IndiGo,Delhi,Cochin,1,5073,2019,275,Morning,Afternoon
Vistara,Kolkata,Banglore,1,9922,2019,965,Evening,Morning
IndiGo,Chennai,Kolkata,0,4752,2019,135,Afternoon,Afternoon
Multiple carriers,Delhi,Cochin,1,10197,2019,615,Morning,Evening
Air India,Banglore,Delhi,0,6961,2019,165,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,17493,2019,480,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,13587,2019,835,Morning,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,745,Afternoon,Night
Air India,Kolkata,Banglore,2,15107,2019,1105,Afternoon,Morning
Vistara,Kolkata,Banglore,1,8452,2019,1065,Evening,Morning
Air India,Mumbai,Hyderabad,0,3100,2019,80,Evening,Night
IndiGo,Banglore,Delhi,0,4823,2019,175,Morning,Morning
Air Asia,Banglore,Delhi,0,4483,2019,170,Night,Night
Air India,Kolkata,Banglore,2,13243,2019,920,Morning,Night
IndiGo,Delhi,Cochin,1,5684,2019,845,Morning,Night
Jet Airways,Mumbai,Hyderabad,0,3205,2019,90,Morning,Morning
Jet Airways,Delhi,Cochin,1,10262,2019,1105,Morning,Night
IndiGo,Banglore,Delhi,0,4823,2019,170,Evening,Night
Jet Airways,Delhi,Cochin,1,15554,2019,360,Afternoon,Evening
IndiGo,Banglore,Delhi,0,3943,2019,170,Night,Morning
Vistara,Mumbai,Hyderabad,1,12080,2019,745,Morning,Evening
Air Asia,Banglore,Delhi,0,3383,2019,170,Night,Night
SpiceJet,Mumbai,Hyderabad,0,2437,2019,80,Night,Morning
SpiceJet,Mumbai,Hyderabad,0,1965,2019,90,Night,Night
Jet Airways,Banglore,New Delhi,1,7832,2019,695,Night,Morning
IndiGo,Delhi,Cochin,1,6442,2019,560,Morning,Afternoon
Air India,Kolkata,Banglore,2,12723,2019,1625,Night,Morning
Jet Airways,Banglore,Delhi,0,8016,2019,175,Afternoon,Evening
Jet Airways,Delhi,Cochin,2,10199,2019,910,Evening,Afternoon
Vistara,Kolkata,Banglore,1,10842,2019,1395,Morning,Morning
Multiple carriers,Delhi,Cochin,1,7005,2019,490,Afternoon,Evening
Air Asia,Kolkata,Banglore,0,4409,2019,155,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,13364,2019,730,Evening,Morning
Multiple carriers,Delhi,Cochin,1,13377,2019,570,Afternoon,Night
Jet Airways,Delhi,Cochin,1,10262,2019,395,Evening,Night
Jet Airways,Kolkata,Banglore,1,10844,2019,425,Afternoon,Night
Jet Airways,Kolkata,Banglore,1,14571,2019,590,Morning,Afternoon
Jet Airways,Delhi,Cochin,2,19329,2019,1925,Morning,Evening
Air India,Banglore,New Delhi,1,4943,2019,895,Morning,Night
Jet Airways,Delhi,Cochin,2,15129,2019,560,Morning,Evening
Jet Airways,Kolkata,Banglore,1,10539,2019,1500,Evening,Evening
Jet Airways,Kolkata,Banglore,1,10031,2019,1525,Evening,Night
Multiple carriers,Delhi,Cochin,1,9140,2019,465,Evening,Night
Air Asia,Kolkata,Banglore,0,4409,2019,150,Night,Night
IndiGo,Banglore,Delhi,0,3419,2019,170,Night,Night
Multiple carriers,Delhi,Cochin,1,9646,2019,385,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,13584,2019,1690,Afternoon,Evening
Air India,Delhi,Cochin,2,11806,2019,1600,Night,Morning
GoAir,Delhi,Cochin,1,4563,2019,370,Morning,Afternoon
Jet Airways,Delhi,Cochin,1,12898,2019,395,Evening,Night
Vistara,Delhi,Cochin,0,6216,2019,190,Afternoon,Evening
Jet Airways,Delhi,Cochin,1,12898,2019,925,Afternoon,Night
Jet Airways,Delhi,Cochin,1,10262,2019,1210,Night,Evening
Air India,Banglore,New Delhi,0,12526,2019,170,Afternoon,Afternoon
Air India,Delhi,Cochin,1,11522,2019,1535,Night,Morning
Jet Airways,Mumbai,Hyderabad,0,5678,2019,85,Night,Night
Vistara,Banglore,New Delhi,0,9918,2019,160,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,14781,2019,665,Evening,Morning
Air India,Banglore,New Delhi,0,7276,2019,170,Afternoon,Afternoon
Jet Airways,Kolkata,Banglore,1,7064,2019,590,Morning,Evening
Multiple carriers,Delhi,Cochin,1,13062,2019,480,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,12537,2019,570,Morning,Evening
Jet Airways,Banglore,New Delhi,1,21934,2019,350,Evening,Night
Jet Airways,Delhi,Cochin,1,10262,2019,360,Afternoon,Evening
Vistara,Banglore,Delhi,0,4878,2019,155,Evening,Evening
Jet Airways,Delhi,Cochin,1,14714,2019,300,Afternoon,Evening
Jet Airways,Banglore,New Delhi,1,9134,2019,495,Morning,Afternoon
IndiGo,Banglore,Delhi,0,4823,2019,180,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,6093,2019,540,Morning,Afternoon
SpiceJet,Chennai,Kolkata,0,3597,2019,135,Morning,Morning
Multiple carriers,Delhi,Cochin,1,13727,2019,420,Afternoon,Evening
IndiGo,Kolkata,Banglore,0,4174,2019,155,Morning,Afternoon
Jet Airways,Delhi,Cochin,1,10262,2019,450,Morning,Evening
Multiple carriers,Delhi,Cochin,1,11789,2019,520,Morning,Evening
Jet Airways,Kolkata,Banglore,1,8586,2019,800,Evening,Morning
Jet Airways,Kolkata,Banglore,1,9314,2019,1630,Evening,Night
Jet Airways,Mumbai,Hyderabad,0,5678,2019,90,Evening,Evening
Jet Airways,Delhi,Cochin,1,11924,2019,540,Morning,Evening
Jet Airways,Kolkata,Banglore,1,12692,2019,1630,Evening,Night
Jet Airways,Banglore,Delhi,0,6478,2019,185,Evening,Night
IndiGo,Kolkata,Banglore,1,4226,2019,240,Morning,Morning
IndiGo,Delhi,Cochin,1,11532,2019,355,Night,Morning
Air India,Chennai,Kolkata,0,9340,2019,135,Morning,Afternoon
Jet Airways,Delhi,Cochin,2,10368,2019,1375,Night,Night
Jet Airways,Kolkata,Banglore,1,13626,2019,400,Afternoon,Evening
Jet Airways,Kolkata,Banglore,1,9663,2019,330,Morning,Afternoon
Jet Airways,Delhi,Cochin,2,16389,2019,1380,Night,Night
Multiple carriers,Delhi,Cochin,1,10197,2019,910,Night,Evening
Jet Airways,Kolkata,Banglore,1,7594,2019,450,Evening,Night
Jet Airways,Banglore,New Delhi,1,13817,2019,840,Evening,Morning
Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Evening
Air Asia,Banglore,Delhi,0,4282,2019,170,Night,Morning
Jet Airways,Delhi,Cochin,2,13292,2019,1130,Morning,Night
Jet Airways,Delhi,Cochin,2,13764,2019,1025,Evening,Afternoon
Jet Airways,Kolkata,Banglore,1,12681,2019,1285,Evening,Afternoon
Jet Airways,Banglore,Delhi,0,5198,2019,175,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,12615,2019,735,Morning,Evening
IndiGo,Kolkata,Banglore,0,5644,2019,155,Morning,Afternoon
Jet Airways,Banglore,New Delhi,1,11087,2019,860,Night,Afternoon
SpiceJet,Mumbai,Hyderabad,0,2227,2019,90,Night,Night
Jet Airways,Banglore,Delhi,0,8016,2019,180,Evening,Night
SpiceJet,Banglore,Delhi,0,4885,2019,170,Morning,Afternoon
IndiGo,Kolkata,Banglore,0,4174,2019,165,Morning,Afternoon
Air Asia,Kolkata,Banglore,1,5162,2019,220,Morning,Morning
Jet Airways,Delhi,Cochin,1,10262,2019,360,Afternoon,Evening
IndiGo,Mumbai,Hyderabad,0,4049,2019,90,Morning,Morning
Air India,Delhi,Cochin,1,8372,2019,1515,Evening,Evening
IndiGo,Banglore,Delhi,0,3419,2019,175,Night,Night
IndiGo,Delhi,Cochin,1,5073,2019,265,Morning,Afternoon
IndiGo,Delhi,Cochin,1,6069,2019,300,Afternoon,Evening
IndiGo,Delhi,Cochin,1,9709,2019,425,Morning,Afternoon
Jet Airways,Delhi,Cochin,2,13014,2019,1615,Morning,Afternoon
Jet Airways,Delhi,Cochin,2,13029,2019,560,Morning,Evening
Multiple carriers,Delhi,Cochin,1,13937,2019,780,Morning,Evening
SpiceJet,Delhi,Cochin,1,11349,2019,360,Afternoon,Evening
SpiceJet,Chennai,Kolkata,0,3597,2019,135,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,14388,2019,1485,Evening,Evening
Jet Airways,Banglore,New Delhi,1,11087,2019,1585,Morning,Morning
Jet Airways,Kolkata,Banglore,1,9663,2019,1155,Afternoon,Morning
IndiGo,Banglore,Delhi,0,3943,2019,170,Night,Morning
Air India,Banglore,New Delhi,1,8845,2019,920,Night,Afternoon
Air India,Kolkata,Banglore,1,12173,2019,960,Evening,Afternoon
Jet Airways,Delhi,Cochin,1,10262,2019,885,Evening,Afternoon
Multiple carriers,Delhi,Cochin,1,7242,2019,385,Morning,Afternoon
IndiGo,Banglore,New Delhi,1,7708,2019,300,Afternoon,Evening
Jet Airways,Mumbai,Hyderabad,0,8040,2019,90,Morning,Morning
SpiceJet,Chennai,Kolkata,0,3597,2019,135,Morning,Morning
SpiceJet,Kolkata,Banglore,0,3841,2019,150,Evening,Evening
Air India,Kolkata,Banglore,1,10203,2019,1615,Evening,Evening
IndiGo,Delhi,Cochin,1,7173,2019,345,Night,Morning
SpiceJet,Mumbai,Hyderabad,0,1965,2019,90,Night,Night
IndiGo,Delhi,Cochin,1,5054,2019,305,Evening,Night
Jet Airways,Kolkata,Banglore,1,7341,2019,1500,Evening,Evening
SpiceJet,Banglore,Delhi,0,3919,2019,170,Morning,Afternoon
Jet Airways,Delhi,Cochin,1,12242,2019,800,Afternoon,Night
Jet Airways,Kolkata,Banglore,1,13067,2019,1730,Morning,Afternoon
Jet Airways,Delhi,Cochin,2,18804,2019,440,Morning,Evening
Air Asia,Kolkata,Banglore,0,5645,2019,150,Night,Night
IndiGo,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
Multiple carriers,Delhi,Cochin,1,13587,2019,570,Afternoon,Night
IndiGo,Chennai,Kolkata,0,3597,2019,140,Afternoon,Afternoon
Air India,Delhi,Cochin,1,8879,2019,555,Morning,Evening
SpiceJet,Banglore,Delhi,0,4319,2019,160,Night,Morning
Air India,Mumbai,Hyderabad,0,2050,2019,90,Afternoon,Afternoon
Jet Airways,Mumbai,Hyderabad,0,8040,2019,85,Morning,Morning
Jet Airways,Kolkata,Banglore,1,13584,2019,800,Evening,Morning
Jet Airways,Delhi,Cochin,2,13014,2019,535,Evening,Night
Vistara,Kolkata,Banglore,1,9345,2019,700,Morning,Evening
Multiple carriers,Delhi,Cochin,1,8266,2019,795,Morning,Evening
Jet Airways,Mumbai,Hyderabad,0,5678,2019,90,Night,Night
Multiple carriers,Delhi,Cochin,1,13377,2019,750,Afternoon,Night
Vistara,Kolkata,Banglore,1,9345,2019,700,Morning,Evening
IndiGo,Delhi,Cochin,1,7191,2019,415,Evening,Night
Multiple carriers,Delhi,Cochin,1,7845,2019,470,Evening,Night
Jet Airways,Banglore,Delhi,0,7229,2019,175,Morning,Afternoon
Air India,Banglore,New Delhi,1,10981,2019,950,Evening,Morning
Jet Airways,Kolkata,Banglore,1,14178,2019,875,Afternoon,Night
IndiGo,Delhi,Cochin,1,8784,2019,810,Morning,Evening
Jet Airways,Kolkata,Banglore,1,13941,2019,520,Evening,Night
Jet Airways,Kolkata,Banglore,1,13067,2019,1365,Evening,Evening
Jet Airways,Mumbai,Hyderabad,0,4995,2019,90,Morning,Morning
Air India,Delhi,Cochin,2,12488,2019,1485,Evening,Evening
Air Asia,Kolkata,Banglore,1,7870,2019,955,Morning,Night
Air India,Delhi,Cochin,0,6094,2019,170,Night,Morning
Jet Airways,Kolkata,Banglore,1,5608,2019,435,Morning,Evening
GoAir,Delhi,Cochin,1,6112,2019,350,Morning,Afternoon
Jet Airways,Banglore,New Delhi,1,16736,2019,920,Afternoon,Morning
Vistara,Kolkata,Banglore,1,8452,2019,865,Evening,Morning
Jet Airways,Kolkata,Banglore,1,9314,2019,1285,Evening,Afternoon
IndiGo,Chennai,Kolkata,0,3850,2019,140,Morning,Morning
Jet Airways,Delhi,Cochin,1,5963,2019,520,Evening,Night
Jet Airways,Delhi,Cochin,0,9564,2019,195,Morning,Afternoon
IndiGo,Delhi,Cochin,2,6610,2019,880,Morning,Evening
IndiGo,Banglore,New Delhi,1,5226,2019,295,Afternoon,Evening
Jet Airways,Kolkata,Banglore,1,14231,2019,745,Evening,Morning
Jet Airways,Delhi,Cochin,2,13376,2019,1320,Afternoon,Afternoon
IndiGo,Delhi,Cochin,1,6674,2019,940,Morning,Night
Multiple carriers,Delhi,Cochin,1,7408,2019,780,Morning,Evening
Air India,Kolkata,Banglore,2,15170,2019,1385,Morning,Morning
IndiGo,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
Air India,Banglore,New Delhi,2,12778,2019,1010,Evening,Morning
Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Evening
Jet Airways,Banglore,Delhi,0,8016,2019,180,Morning,Morning
IndiGo,Kolkata,Banglore,0,4804,2019,155,Night,Night
Jet Airways,Banglore,Delhi,0,8016,2019,180,Morning,Morning
Air Asia,Kolkata,Banglore,0,5645,2019,155,Morning,Afternoon
Jet Airways,Banglore,New Delhi,1,22270,2019,365,Evening,Night
Jet Airways,Kolkata,Banglore,1,14151,2019,575,Morning,Evening
Jet Airways,Delhi,Cochin,1,5406,2019,330,Morning,Afternoon
Air India,Kolkata,Banglore,1,5567,2019,965,Evening,Morning
IndiGo,Delhi,Cochin,1,6171,2019,675,Night,Afternoon
SpiceJet,Banglore,Delhi,0,4423,2019,160,Night,Morning
Jet Airways,Delhi,Cochin,1,5177,2019,825,Night,Afternoon
Multiple carriers,Delhi,Cochin,1,6795,2019,465,Evening,Night
SpiceJet,Banglore,Delhi,0,3625,2019,170,Morning,Afternoon
Jet Airways,Delhi,Cochin,1,12373,2019,1355,Afternoon,Afternoon
SpiceJet,Kolkata,Banglore,1,4963,2019,315,Afternoon,Evening
IndiGo,Mumbai,Hyderabad,0,2227,2019,90,Evening,Night
Multiple carriers,Delhi,Cochin,1,11200,2019,630,Morning,Evening
Air India,Delhi,Cochin,1,7174,2019,320,Evening,Night
Multiple carriers,Delhi,Cochin,1,9856,2019,925,Morning,Night
Air India,Kolkata,Banglore,2,15170,2019,1185,Afternoon,Afternoon
IndiGo,Delhi,Cochin,1,6442,2019,895,Morning,Night
Jet Airways,Delhi,Cochin,1,12898,2019,1530,Evening,Evening
Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
Jet Airways,Kolkata,Banglore,1,10703,2019,1480,Evening,Evening
IndiGo,Chennai,Kolkata,0,6297,2019,135,Afternoon,Afternoon
Jet Airways,Kolkata,Banglore,1,9314,2019,1295,Evening,Evening
Vistara,Banglore,New Delhi,0,6138,2019,165,Morning,Afternoon
IndiGo,Delhi,Cochin,1,6838,2019,705,Morning,Evening
Multiple carriers,Delhi,Cochin,1,13377,2019,690,Afternoon,Night
Air India,Delhi,Cochin,2,10975,2019,1420,Morning,Morning
Jet Airways,Banglore,New Delhi,1,13817,2019,935,Night,Evening
Air India,Delhi,Cochin,1,7532,2019,1640,Morning,Morning
Multiple carriers,Delhi,Cochin,1,10197,2019,910,Night,Evening
Jet Airways,Kolkata,Banglore,1,9663,2019,520,Evening,Night
Multiple carriers,Delhi,Cochin,1,13727,2019,480,Afternoon,Evening
IndiGo,Delhi,Cochin,1,8330,2019,845,Morning,Night
IndiGo,Banglore,Delhi,0,4823,2019,175,Morning,Morning
IndiGo,Delhi,Cochin,1,6206,2019,500,Evening,Night
Multiple carriers,Delhi,Cochin,1,10877,2019,455,Morning,Evening
Jet Airways,Banglore,New Delhi,1,13817,2019,800,Evening,Morning
Jet Airways,Banglore,Delhi,0,6478,2019,180,Morning,Morning
Air India,Delhi,Cochin,2,8577,2019,1115,Afternoon,Morning
Jet Airways,Delhi,Cochin,1,16079,2019,1270,Evening,Evening
Multiple carriers,Delhi,Cochin,1,15077,2019,755,Morning,Evening
Jet Airways,Kolkata,Banglore,1,7064,2019,945,Afternoon,Morning
Jet Airways,Kolkata,Banglore,1,9663,2019,1090,Afternoon,Morning
Air India,Delhi,Cochin,2,11552,2019,1305,Evening,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,1325,Evening,Evening
SpiceJet,Delhi,Cochin,1,5899,2019,380,Afternoon,Night
Jet Airways,Banglore,New Delhi,1,13817,2019,930,Evening,Morning
Vistara,Kolkata,Banglore,1,8610,2019,1440,Evening,Evening
Jet Airways,Delhi,Cochin,1,12373,2019,1165,Morning,Night
SpiceJet,Delhi,Cochin,1,5673,2019,295,Evening,Night
Vistara,Kolkata,Banglore,1,7927,2019,1350,Evening,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,1005,Night,Evening
Jet Airways,Delhi,Cochin,1,12373,2019,1225,Morning,Night
Air India,Banglore,New Delhi,1,12704,2019,1595,Morning,Afternoon
Air India,Kolkata,Banglore,1,6612,2019,1515,Afternoon,Afternoon
IndiGo,Banglore,Delhi,0,4823,2019,175,Evening,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,540,Morning,Evening
IndiGo,Delhi,Cochin,1,6388,2019,310,Morning,Afternoon
GoAir,Banglore,Delhi,0,3898,2019,175,Morning,Morning
Jet Airways,Delhi,Cochin,1,5177,2019,450,Morning,Evening
Jet Airways,Kolkata,Banglore,1,10844,2019,1485,Evening,Evening
IndiGo,Banglore,Delhi,0,4077,2019,170,Night,Night
Jet Airways,Kolkata,Banglore,1,14231,2019,980,Afternoon,Morning
Air India,Banglore,New Delhi,2,13250,2019,875,Morning,Night
Jet Airways,Banglore,New Delhi,1,13817,2019,860,Morning,Evening
SpiceJet,Banglore,New Delhi,0,6205,2019,170,Evening,Night
Jet Airways,Delhi,Cochin,2,12819,2019,810,Night,Afternoon
IndiGo,Banglore,Delhi,0,4591,2019,170,Afternoon,Afternoon
SpiceJet,Kolkata,Banglore,0,3841,2019,155,Morning,Morning
SpiceJet,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
IndiGo,Kolkata,Banglore,0,4174,2019,155,Night,Morning
Vistara,Delhi,Cochin,0,6216,2019,190,Morning,Morning
Jet Airways,Kolkata,Banglore,1,10624,2019,1500,Evening,Evening
Air Asia,Delhi,Cochin,1,6152,2019,870,Morning,Night
IndiGo,Delhi,Cochin,1,6937,2019,305,Evening,Night
Air India,Delhi,Cochin,1,8792,2019,1575,Evening,Evening
Multiple carriers,Delhi,Cochin,1,7005,2019,490,Afternoon,Evening
Jet Airways,Mumbai,Hyderabad,0,5678,2019,85,Night,Night
Air India,Banglore,New Delhi,1,7013,2019,1490,Morning,Morning
Jet Airways,Delhi,Cochin,1,16079,2019,1680,Afternoon,Evening
Jet Airways,Kolkata,Banglore,1,10539,2019,505,Morning,Evening
Jet Airways,Kolkata,Banglore,1,11841,2019,425,Afternoon,Night
IndiGo,Banglore,New Delhi,1,10509,2019,300,Evening,Night
IndiGo,Chennai,Kolkata,0,3597,2019,140,Afternoon,Afternoon
Air India,Kolkata,Banglore,2,15532,2019,1700,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,14086,2019,850,Morning,Evening
Multiple carriers,Delhi,Cochin,1,5883,2019,465,Afternoon,Night
Multiple carriers,Delhi,Cochin,1,7618,2019,840,Morning,Evening
Jet Airways,Kolkata,Banglore,1,9314,2019,1500,Evening,Evening
Jet Airways,Kolkata,Banglore,1,13994,2019,690,Morning,Evening
IndiGo,Delhi,Cochin,1,5073,2019,275,Morning,Afternoon
Air Asia,Banglore,New Delhi,0,3383,2019,165,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,16108,2019,615,Morning,Evening
Multiple carriers,Delhi,Cochin,1,6795,2019,910,Morning,Night
Jet Airways,Kolkata,Banglore,1,12681,2019,730,Afternoon,Night
Jet Airways,Delhi,Cochin,1,10262,2019,1295,Afternoon,Afternoon
Vistara,Kolkata,Banglore,1,8820,2019,1550,Evening,Evening
Jet Airways,Banglore,New Delhi,1,10037,2019,390,Night,Afternoon
Multiple carriers,Delhi,Cochin,1,11789,2019,395,Morning,Afternoon
GoAir,Delhi,Cochin,1,7378,2019,540,Morning,Evening
IndiGo,Banglore,Delhi,0,4823,2019,175,Evening,Evening
Jet Airways,Banglore,Delhi,0,6478,2019,180,Evening,Night
Jet Airways,Delhi,Cochin,2,13014,2019,1125,Morning,Night
Jet Airways,Kolkata,Banglore,1,10844,2019,365,Afternoon,Night
Multiple carriers,Delhi,Cochin,1,7408,2019,780,Morning,Evening
Multiple carriers,Delhi,Cochin,1,9646,2019,545,Morning,Afternoon
SpiceJet,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
SpiceJet,Kolkata,Banglore,0,3873,2019,150,Evening,Evening
GoAir,Delhi,Cochin,1,7870,2019,310,Afternoon,Evening
Jet Airways,Delhi,Cochin,2,13344,2019,425,Night,Afternoon
Air India,Mumbai,Hyderabad,0,3100,2019,75,Evening,Evening
Air India,Banglore,New Delhi,0,4441,2019,170,Evening,Night
IndiGo,Delhi,Cochin,1,6171,2019,425,Night,Afternoon
Jet Airways,Kolkata,Banglore,1,10953,2019,870,Evening,Morning
Air India,Kolkata,Banglore,2,14214,2019,1105,Afternoon,Morning
IndiGo,Delhi,Cochin,1,6093,2019,810,Morning,Evening
Air India,Delhi,Cochin,2,12436,2019,1820,Afternoon,Evening
Jet Airways,Delhi,Cochin,2,15129,2019,1775,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,13259,2019,395,Morning,Afternoon
Air India,Kolkata,Banglore,2,15170,2019,1600,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,14781,2019,365,Afternoon,Night
IndiGo,Delhi,Cochin,1,6206,2019,845,Morning,Night
SpiceJet,Kolkata,Banglore,0,3841,2019,150,Evening,Evening
Jet Airways,Delhi,Cochin,1,14714,2019,450,Morning,Evening
IndiGo,Delhi,Cochin,1,6093,2019,965,Night,Evening
Jet Airways,Banglore,Delhi,0,8016,2019,175,Morning,Afternoon
Air India,Delhi,Cochin,1,5117,2019,1640,Morning,Morning
Jet Airways,Kolkata,Banglore,1,8586,2019,1215,Morning,Night
IndiGo,Delhi,Cochin,1,13611,2019,635,Afternoon,Night
IndiGo,Delhi,Cochin,1,6704,2019,380,Afternoon,Night
IndiGo,Kolkata,Banglore,1,4226,2019,240,Morning,Morning
Air India,Banglore,Delhi,0,4651,2019,165,Evening,Evening
SpiceJet,Kolkata,Banglore,0,3873,2019,140,Night,Night
GoAir,Banglore,New Delhi,0,7222,2019,175,Evening,Night
Multiple carriers,Delhi,Cochin,1,13727,2019,570,Morning,Evening
IndiGo,Delhi,Cochin,1,10141,2019,380,Morning,Afternoon
SpiceJet,Banglore,Delhi,0,3625,2019,175,Evening,Night
IndiGo,Delhi,Cochin,1,6442,2019,515,Morning,Afternoon
Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Evening
Air Asia,Delhi,Cochin,1,6752,2019,830,Afternoon,Morning
Jet Airways,Kolkata,Banglore,1,13759,2019,1260,Evening,Evening
Air India,Mumbai,Hyderabad,1,14408,2019,1465,Afternoon,Afternoon
Air India,Delhi,Cochin,2,13381,2019,1380,Evening,Evening
Vistara,Kolkata,Banglore,1,9135,2019,1640,Evening,Evening
IndiGo,Kolkata,Banglore,1,6218,2019,325,Evening,Night
SpiceJet,Kolkata,Banglore,0,4174,2019,145,Morning,Morning
Air India,Kolkata,Banglore,1,6117,2019,965,Evening,Morning
Jet Airways,Kolkata,Banglore,1,10703,2019,690,Morning,Evening
Jet Airways,Kolkata,Banglore,1,12692,2019,1450,Morning,Morning
Jet Airways,Kolkata,Banglore,1,10539,2019,1075,Evening,Morning
Jet Airways,Kolkata,Banglore,1,11134,2019,345,Afternoon,Evening
IndiGo,Banglore,New Delhi,0,4777,2019,175,Evening,Night
Jet Airways,Delhi,Cochin,1,12373,2019,1505,Morning,Afternoon
